year,month,metro,city,houseCnt,powerUsage,bill,latitude,longitude
2022,4,부산광역시,북구,132422,243.97,24593,35.1731121,129.0714122
2022,4,부산광역시,연제구,102257,244.06,26019,35.1731121,129.0714122
2022,4,부산광역시,동구,54608,193.01,20118,35.1731121,129.0714122
2022,4,부산광역시,영도구,64414,199.38,20313,35.1731121,129.0714122
2022,4,부산광역시,동래구,131540,245.41,26832,35.1731121,129.0714122
2022,4,부산광역시,남구,135706,235.22,25630,35.1731121,129.0714122
2022,4,부산광역시,해운대구,190746,261.18,28569,35.1731121,129.0714122
2022,4,부산광역시,사상구,106255,214.69,21881,35.1731121,129.0714122
2022,4,부산광역시,사하구,158157,219.88,22473,35.1731121,129.0714122
2022,4,부산광역시,금정구,126882,213.57,22895,35.1731121,129.0714122
2022,4,부산광역시,강서구,70454,253.69,28352,35.1731121,129.0714122
2022,4,부산광역시,수영구,100307,214.63,22906,35.1731121,129.0714122
2022,4,부산광역시,중구,32313,151.61,15455,35.1731121,129.0714122
2022,4,부산광역시,서구,63209,195.89,20918,35.1731121,129.0714122
2022,4,부산광역시,기장군,56104,206.78,22561,35.1731121,129.0714122
2022,5,부산광역시,중구,32273,136.45,13445,35.1731121,129.0714122
2022,5,부산광역시,서구,63269,176.9,18308,35.1731121,129.0714122
2022,5,부산광역시,동구,54585,174.81,17559,35.1731121,129.0714122
2022,5,부산광역시,사하구,158205,200.03,19753,35.1731121,129.0714122
2022,5,부산광역시,동래구,131986,220.68,23269,35.1731121,129.0714122
2022,5,부산광역시,강서구,70461,233.06,25633,35.1731121,129.0714122
2022,5,부산광역시,수영구,100295,196.83,20306,35.1731121,129.0714122
2022,5,부산광역시,영도구,64377,181.08,17873,35.1731121,129.0714122
2022,5,부산광역시,부산진구,201702,193.61,19389,35.1731121,129.0714122
